Rank,"Song Title",Streams,Daily
1,"As It Was",4297011505,1867176
2,"Watermelon Sugar",3227961892,985844
3,"Sign of the Times",2073003305,1146799
4,"Adore You",2034358200,1107570
5,Falling,1535183938,683012
6,"Late Night Talking",1163580793,462762
7,Golden,1046678140,308833
8,Matilda,743538593,807707
9,"Lights Up",741992461,133341
10,"Fine Line",710645016,468555
11,"Sweet Creature",679163801,126200
12,Kiwi,599022244,128221
13,Satellite,574476147,317996
14,"Music For a Sushi Restaurant",487562067,179692
15,"Little Freak",464431310,187443
16,Daylight,456804829,149685
17,"Keep Driving",422734729,141567
18,Cherry,420050198,150097
19,"From the Dining Table",407320975,146621
20,She,383389278,100432
21,"Two Ghosts",372449061,111649
22,"Love Of My Life",361943844,115901
23,"Sunflower, Vol. 6",344401546,97256
24,"Girl Crush - Recorded at Metropolis Studios, London",319762650,69634
25,Grapejuice,290681272,156734
26,"To Be So Lonely",286779917,94951
27,Cinema,285225532,358499
28,Daydreaming,284839837,233727
29,"Meet Me in the Hallway",261092820,73311
30,Woman,256868025,86914
31,"Canyon Moon",244523990,94956
32,Carolina,242923362,91576
33,"Only Angel",232709266,94357
34,"Treat People With Kindness",224806837,64438
35,"Ever Since New York",210424828,83799
36,Boyfriends,194300246,71216
37,Aperture,128594348,3236782
38,"Two Ghosts - Recorded at Metropolis Studios, London",60086481,9952
39,"American Girls",28147700,0
40,"Ready, Steady, Go!",19294384,3146251
41,"Taste Back",18649065,0
42,"Coming Up Roses",18355744,0
43,"Are You Listening Yet?",17596994,2737159
44,Pop,16344696,2717701
45,"The Waiting Game",15766422,2538674
46,"Season 2 Weight Loss",15242864,2396475
47,"Dance No More",14535396,2362821
48,"Carla's Song",13212919,0
49,"Paint By Numbers",12373289,1972807
